Barcode,ISBN,Resource Type,Section,Title,Author,Status,# times Checked Out,Accession Date
22522,9781492662204,Books,pic. books hard,Star In The Jar,"Hay, Sam",,2,1/25/2019
11484,9780156029667,Books,Fiction,Star of the Sea,"O'Connor, Joseph",,1,12/4/2015
21309,9780743483520,Books,Science Fiction,Star Trek,"Mangels, Andy",,1,10/6/2018
19437,,DVDs,DVD,Star Trek,,,2,12/29/2017
17150,,DVDs,DVD,Star Trek: The Next Generation,,,0,4/12/2017
17426,,DVDs,DVD,Star Wars III,,,2,3/25/2017
234315,9781484730614,Books,pic. books hard,Star Wars Read-Along Storybook And CD Treasury,,,1,12/30/2019
17517,,DVDs,DVD,Star Wars The Clone Wars,,,1,4/20/2016
,,DVDs,,star wars trilogy,,,0,4/19/2017
14671,,DVDs,DVD,Star Wars Trilogy,,,5,4/2/2016
,,DVDs,,star wars V,,,0,4/19/2017
22951,9780345428837,Books,Young Adult,"Star Wars, Episode III.","Stover, Matthew Woodring.",,1,3/5/2019
17471,,DVDs,DVD,Star Wars: The Clone Wars,,,1,4/14/2016
4315,0446385662,Books,Non-fiction,Star Woman,"Andrews, Lynn V.",,1,10/19/2015
15270,9781439156322,Books,Non-fiction,Stardust,"Kanon, Joseph",,5,8/8/2016
7878,9780380804559,Books,Fantasy,Stardust,"Gaiman, Neil",,2,12/9/2015
1693,9780805056228,Books,Hardcover fict,"Stargazey, The","Grimes, Martha.",,2,9/24/2015
16906,9780375822339,Books,Young Adult,Stargirl,"Spinelli, Jerry",,4,1/31/2017
8803,9780140075960,Books,Fiction,Stars and Bars,"Boyd, William",,2,11/16/2015
17196,9780425280102,Books,Fiction,Stars of fortune,"Roberts, Nora , author.",,1,4/21/2017
13008,,DVDs,DVD,Stars Wars Attack of the Clones,,,2,12/15/2015
17630,,Books,Non-fiction,Start Something That Matters,,,2,3/27/2017
4470,9781570628399,Books,child adv. read,Start Where You Are,,,8,10/14/2015
10569,9780316066747,Books,Fiction,"Started Early, Took My Dog","Atkinson, Kate",,8,11/14/2015
15550,9780747270874,Books,Fiction,Startling Moon,"HONG, LIU",,0,9/17/2016
8491,9781416563624,Books,Fiction,Starvation Lake,"Gruley, Bryan.",,1,11/27/2015
1379,9780066214139,Books,Hardcover fict,State Of Fear,"Crichton, Michael , 1942-2008.",,5,9/18/2015
13783,,DVDs,DVD,State of Play,,,2,12/15/2015
19736,9780007785681,Books,Fiction,State Of Siege,"Rovin, Jeff",,1,3/14/2018
234458,9780425168226,Books,Fiction,State of siege,"Clancy, Tom , 1947-2013.",,1,11/19/2015
9198,9780451197252,Books,Fiction,State of the Union,"Callahan, David",,1,11/27/2015
300821,9780062074713,Books,Fiction,State Of Wonder,"Patchett, Ann.",,0,4/23/2021
19824,9780804172448,Books,Fiction,Station Eleven,"Mandel, Emily St. John , 1979-",,2,3/26/2018
13792,,DVDs,DVD,Stay,,,2,12/15/2015
11685,9781551925684,Books,Fiction,Stay,"Hunter, Aislinn , 1969-",,0,11/28/2015
9954,9781400032303,Books,Fiction,Stay,"Griffith, Nicola",,0,11/27/2015
22118,9780451238566,Books,Fiction,Stay Close,"COBEN, HARLAN",,1,12/23/2018
6920,0679758259,Books,Non-fiction,"Stay Me, Oh Comfort Me","Fisher, M.F.K.",,2,10/30/2015
234127,9780451494603,Books,Fiction,Stay With Me,"Adebayo, Ayobami , 1988- , author.",,1,12/13/2019
10628,9780767926188,Books,Fiction,Stealing Athena,"Essex, Karen",,4,11/23/2015
5526,9780312324070,Books,Non-fiction,Stealing History,"Atwood, Roger",,2,10/27/2015
300740,,DVDs,DVD,Steel Magnolias,,,0,4/10/2021
17835,9780743246132,Books,Non-fiction,Steel My Soldiers' Hearts,"Hackworth, Col. David H.",,1,5/31/2017
13790,,DVDs,DVD,Stella,,,1,12/15/2015
22582,9780888993373,Books,pic. books hard,"Stella, Star Of The Sea","Gay, Marie-Louise",,1,1/29/2019
2669,0152802177,Books,pic. books hard,Stellaluna,"Cannon, Janell",,10,9/30/2015
22639,9780755330416,Books,Fiction,Step On A Crack,"LEDWIDGE, JAMES PATTERSON WITH MICHAEL",,2,2/6/2019
2486,9781594836237,Audiobooks,Audiobooks,Step on a Crack,"Patterson, James",,3,8/22/2016
8833,9780831778446,Books,child 700,Step-by-Step Paper Fun For Kids,"Elliot, Marion",,3,1/26/2016
17622,9780060080846,Books,Fiction,"Stepford wives, The","Levin, Ira.",Lost,2,2/17/2017
235004,9780545288750,Books,child mid reade,Stephanie The Starfish Fairy,"Meadows, Daisy.",,0,3/28/2020
3346,9780465081981,Books,Non-fiction,Stephen Hawking's universe,"Filkin, David.",,5,4/4/2016
6558,,Books,Non-fiction,Stephen King,"King, Stephen",,2,11/5/2015
13937,0140023321,Books,Fiction,Steppenwolf,"Hesse, Hermann",,1,1/8/2016
9983,9781569479193,Books,Fiction,Stettin Station,"Downing, David",,2,11/23/2015
234640,9781451648539,Books,Non-fiction,Steve Jobs,"Isaacson, Walter.",,2,8/26/2016
21083,9780062278050,Books,child adv. read,**Stick Dog Chases A Pizza,"Watson, Tom",,6,7/20/2018
1188,0684856034,Books,Judd Dolle,Stickley Style,"Cathers, David M.",,0,9/17/2015
21144,0439408385,Books,child inter rea,Sticks And Stones And Doggie Bones,"Dadey, Marcia Thorton and Debbie",,0,8/1/2018
10444,9781876485313,Books,Fiction,Stiff,"Maloney, Shane",,0,12/2/2015
5879,9780393324822,Books,Non-fiction,Stiff,"Roach, Mary",,5,10/28/2015
9202,9781439102817,Books,Fiction,Still Alice,"Genova, Lisa.",,1,11/25/2015
,,Puzzles,Puzzles,Still Dreaming,,,0,2/12/2016
300404,9780751561630,Books,Fiction,Still Life,"Penny, Louise.",,0,3/22/2021
234010,9780812976892,Books,Fiction,Still Life With Bread Crumbs,"Quindlen, Anna.",,1,12/9/2019
12402,0553012606,Books,Fiction,Still life with Woodpecker,"Robbins, Tom",,1,12/9/2015
21426,,Puzzles,Puzzles,"Still Life, Fast Moving",,,2,10/22/2018
300699,9781619021112,Books,Fiction,Still Lives,"Hummel, Maria , author.",,0,4/9/2021
300643,,DVDs,DVD,Still of the Night,,,0,4/6/2021
23275,9780553292725,Books,Fiction,Still Waters,"Hoag, Tami",,3,11/28/2015
8646,,Books,Non-fiction,"stillness at Appomattox., A","Catton, Bruce , 1899-1978.",,1,11/13/2015
235884,,Books,Non-fiction,"Stilwell and the American Experience in China, 1922-45","Tuchman, Barbara W.  (Barbara Wertheim) , 1912-1989.",,0,2/15/2020
17455,,DVDs,DVD,"Sting, The / El Golpe",,,1,3/29/2017
525,0316817171,Books,Judd Dolle,"Stokes Guide To Bird Behavior, Volume 3","Stokes, Donald W.",,0,9/8/2015
2893,9780545170932,Books,Young Adult,Stolen,"Christopher, Lucy.",,3,9/23/2015
8463,9780618492404,Books,Non-fiction,Stolen continents,"Wright, Ronald , 1948-",,2,11/3/2016
15467,9780786868612,Books,Non-fiction,Stolen Lives,"Oufkir, Malika",,3,10/5/2016
16712,9780399157684,Books,Hardcover fict,Stolen prey,"Sandford, John , 1944 February 23-",,6,1/20/2017
234055,9780312355012,Books,Fiction,"Stolen Season, A","Hamilton, Steve",,1,12/9/2019
300611,9780771086854,Books,Fiction,"Stone Carvers, The","Urquhart, Jane.",,0,4/2/2021
24,9780446577397,Books,Hardcover fict,Stone Cold,"Baldacci, David.",,2,8/20/2015
7226,0143013971,Books,Non-fiction,Stone country,"Bowering, George , 1935-",,2,7/2/2016
21576,9780007253975,Books,Fiction,STONE CUTTER PB,,,1,11/26/2018
1395,0743221990,Books,Hardcover fict,"Stone Monkey, The","Deaver, Jeffery.",,1,9/19/2015
300283,9780762763511,Books,Judd Dolle,Stone of kings,"Helferich, Gerard.",,3,3/18/2016
9505,9780393313093,Books,Fiction,Stone Virgin,"Unsworth, Barry",,0,12/11/2015
235834,9780778316152,Books,Fiction,Stonebrook Cottage,"Neggers, Carla , author.",,0,2/9/2020
16562,9780060956851,Books,Fiction,Stonehenge,"Cornwell, Bernard",,2,1/16/2017
235903,9780439846813,Books,Young Adult,"Stonekeeper, The","Kibuishi, Kazu , 1978-",,0,2/19/2020
20544,9780385522854,Books,Fiction,Stone's Fall,"Pears, Iain",,6,12/8/2015
8859,9780140075625,Books,Fiction,Stones for Ibarra,"Doerr, Harriet.",,2,11/23/2015
16845,9780684844770,Books,Fiction,Stones from the River,"Hegi, Ursula",,5,11/28/2015
19283,9780439141222,Books,Young Adult,Stones In Water,"Napoli, Donna Jo",,0,12/5/2017
5550,9780670021154,Books,Non-fiction,Stones Into Schools,"Mortenson, Greg",,3,10/27/2015
234070,0590461699,Books,child adv. read,Stonewords,"Conrad, Pam",,0,12/10/2019
15378,0399151117,Books,Non-fiction,Stop inflammation now!,"Fleming, Richard M.",,1,8/26/2016
15408,9781572246904,Books,Non-fiction,Stop walking on eggshells,"Mason, Paul T. , M.S.",,1,8/31/2016
8519,9780385302562,Books,pic. books hard,Stories,"Yenawine, Philip",,0,1/12/2016
4704,1576736466,Books,Young Adult,Stories For A Teen's Heart,"Gray, Alice , 1939-",,1,9/28/2015
750,9781878610713,Books,Short Stories,Stories From A Dark And Evil World,"Pijoan, Teresa",,0,9/22/2015
16391,9780844208121,Books,Judd Dolle,Stories from Latin America =,"Barlow, Genevieve.",,4,1/11/2017
300125,9780844204994,Books,Judd Dolle,Stories From Spain =,"Barlow, Genevieve",,0,2/1/2021
10860,9780143169710,Books,Short Stories,Stories From the Vinyl Cafe,"McLean, Stuart",,1,12/3/2015
10861,9780140251029,Books,Short Stories,Stories From The Vinyl Cafe,"McLean, Stuart",,0,12/3/2015
8119,9780446610353,Books,Horror,STORIES OF TERROR AND MADNESS FROM THE BORDERLANDS,"Monteleone, Thomas F.; Monteleone, Elizabeth E. (editors) (Stephen King; Gary A.",,1,12/14/2015
7702,9780762723775,Books,Non-fiction,Stories of world travel,"Alpine, Lisa.",,1,11/10/2015
11207,9780312368012,Books,Fiction,Storm Cycle,"RoyJohansen, Iris Johansen &",,0,12/1/2015
19390,9780425270240,Books,Fiction,Storm Front,"Sandford, John",,8,12/21/2017
234040,9780399156496,Books,Fiction,Storm Prey,"Sandford, John , 1944 February 23-",,1,12/9/2019
235944,9780439813914,Books,child inter rea,Storm The Lightning Fairy,"Meadows, Daisy.",,0,2/21/2020
7856,0812511093,Books,Fantasy,Storms of Victory,"Norton, Andre",,0,12/11/2015
8570,0825200660,Books,pic. books hard,Story number 3; for children over three years of age.,"Ionesco, EugeÃÄne.",,0,1/12/2016
3732,,Books,pic. books hard,"Story Of Babar., The","Brunhoff, Jean de , 1899-1937.",,5,10/27/2015
5490,9781573223201,Books,Non-fiction,"Story Of Chicago May, The","O'Faolain, Nuala.",,3,10/26/2015
6484,,Books,Non-fiction,"story of civilization., The","Durant, Will , 1885-1981.",,0,11/11/2015
10143,,Books,Non-fiction,"story of civilization., The  Part VII","Durant, Will , 1885-1981.",,0,11/13/2015
9536,9781552789780,Books,Fiction,Story Of Danny Dunn,"Courtenay, Bryce",,2,11/21/2015
235410,9780061374234,Books,Fiction,"**Story Of Edgar Sawtelle, The","Wroblewski, David.",,1,3/20/2021
20109,9780670804672,Books,Non-fiction,"Story Of English, The","McCrum, Robert.",,1,10/27/2015
235379,9780670674244,Books,pic. books hard,"Story Of Ferdinand, The","Leaf, Munro , 1905-1976.",,0,12/3/2020
6673,,Books,Judd Dolle,"Story Of Great Music, The","Schikel,  Richard",,0,3/2/2021
15049,,Books,pic. books hard,"story of Miss Moppet., The","Potter, Beatrix , 1866-1943.",,5,5/7/2016
5954,9780791405819,Books,Non-fiction,Story of my life,"Sand, George , 1804-1876.",,2,11/10/2015
18777,9781566894098,Books,Fiction,"Story Of My Teeth, The","Luiselli, Valeria , 1983- , author.",,2,10/11/2017
,9780805052114,DVDs,Hardcover fict,"Story Of The Night, The","ToÃÅibiÃÅn, Colm , 1955-",,0,12/17/2018
21995,9780805052114,Books,Fiction,"Story Of The Night, The","Toibin, Colm",,1,2/19/2020
5326,0394881788,Books,Holidays,"Story Of The Nutcracker Ballet, The","Hautzig, Deborah.",,3,10/22/2015
21740,`,Books,child anth.,Story Parade,"Winston, John C.",,1,11/20/2018
236230,9781481409209,Books,child adv. read,Story Thieves,"Riley, James , 1977- , author.",,0,1/7/2021
5174,9780688151799,Books,pic. books hard,"Storytellers, The","Lewin, Ted.",,1,10/14/2015
3850,0439305373,Books,Young Adult,Stowaway,"Hesse, Karen",,0,9/23/2015
4547,9781561793471,Books,Young Adult,"Stowaway, The","Rue, Nancy N.",,0,9/29/2015
16118,9780449217207,Books,Fiction,Straight,"Francis, Dick",,5,10/22/2016
14335,,Books,child 600,"Straight Hair, Curly Hair  (Let's-read-and-find-out books)","Goldin, Augusta R",,0,5/2/2016
1680,9780747265610,Books,Hardcover fict,Straight Into Darkness,"KELLERMAN, FAYE",,3,9/25/2015
2477,9781594830433,Audiobooks,Audiobooks,Straight into Darkness,"Kellerman, Faye",,1,8/22/2016
235536,9780375701900,Books,Fiction,Straight Man,"Russo, Richard",,2,12/9/2015
4593,0789420694,Books,child adv. read,"Strange Case Of Dr. Jekyll And Mr. Hyde, The","Lawrence, Michael , 1943 September 14-",,3,9/29/2015
9548,9781608192038,Books,Fiction,"strange case of the composer and his judge, The","Duncker, Patricia , 1951-",,0,11/23/2015
13789,,DVDs,DVD,Strange Days,,,2,12/15/2015
12568,9780156031394,Books,Fiction,Strange Fits of Passion,"Shreve, Anita",,0,12/10/2015
10782,9780156007108,Books,Fiction,Strange Fits of Passion,"Shreve, Anita",,3,12/10/2015
8216,0446603392,Books,Horror,Strange Highways,"Koontz, Dean",,0,12/14/2015
14458,9781569476321,Books,Fiction,Strange Images of Death,"Cleverly, Barbara",,1,4/6/2016
6029,1416559590,Books,Non-fiction,"stranger beside me, The","Rule, Ann.",,1,10/28/2015
23279,0440206588,Books,Non-fiction,Stranger To The Ground,"Bach, Richard",,0,11/29/2019
8175,9780425119921,Books,Horror,Strangers,"Koontz, Dean",,0,12/14/2015
234591,9780316831307,Books,Non-fiction,Strangers From A Different Shore,"Takaki, Ronald T. , 1939-2009.",,0,1/27/2020
236228,9780062838377,Books,child adv. read,"Strangers, The","Haddix, Margaret Peterson , author.",,0,1/7/2021
16458,9780451234452,Books,Fiction,Strategic Moves,"Woods, Stuart",,5,12/20/2016
12912,,DVDs,Children's DVD,Strawberry Shortcake,,,5,3/18/2016
5236,0910313083,Books,pic. books hard,Strawberry Shortcake And The Big Balloon Race,"Winthrop, Elizabeth.",,2,10/15/2015
11396,0609806858,Books,Fiction,Strawberry tattoo,"Henderson, Lauren , 1966-",,1,11/28/2015
234251,9780374126001,Books,Short Stories,Stream System,"Murnane, Gerald , 1939- , author.",,0,12/23/2019
9709,9780345459367,Books,Fiction,Street Boys,"Carcaterra, Lorenzo",,3,11/18/2015
22117,9780747265351,Books,Fiction,Street Dreams,"Kellerman, Faye",,3,12/23/2018
13796,,DVDs,DVD,Street Kings,,,2,12/15/2015
22498,9780312274825,Books,Hardcover fict,"Street Of A Thousand Blossoms, The","Tsukiyama, Gail.",,0,1/28/2019
22738,0380731215,Books,Fiction,Street Of The Five Moons,"Peters, Elizabeth",,0,2/12/2019
20763,9780307986078,Books,Non-fiction,Street Smarts,"Rogers, Jim , 1942-",,0,6/25/2018
300695,9780330375399,Books,Fiction,"Street, The","Bandele-Thomas, Biyi",,0,4/9/2021
1741,9780671792817,Books,Hardcover fict,Streets Of Laredo,"McMurtry, Larry",,1,9/28/2015
22021,9780071460866,Books,2nd language re,Streetwise Spanish,"Gill, Mary McVey",,1,12/17/2018
235584,,DVDs,Children's DVD,Strega Nona,,,0,12/17/2020
18526,9781400066216,Books,Non-fiction,Strength In What Remains,"Kidder, Tracy.",,1,8/23/2017
23116,9780800614416,Books,Non-fiction,Strength To Love,"King, Martin Luther , Jr. , 1929-1968.",,0,4/22/2019
23072,9781595620156,Books,Non-fiction,Strengths Finder 2.0,"Rath, Tom , 1975-",,0,4/15/2019
235278,9780804138598,Books,Non-fiction,Stress Test,"Geithner, Timothy F. , author.",,0,11/4/2020
6166,0394738748,Books,Non-fiction,Stretching,"Anderson, Bob , 1945-",,1,10/27/2015
219,9780345470195,Books,Hardcover fict,Strip Search,"Bernhardt, William , 1960-",,2,8/28/2015
235549,9780446600660,Books,Fiction,Strip Tease,"Hiaasen, Carl",,1,12/11/2020
16147,9780060955199,Audiobooks,Fiction,Strivers Row,"Baker, Kevin",,0,12/7/2016
5795,0912376554,Books,Non-fiction,Strong At The Broken Places,"Cleland, Max , 1942-",,0,10/24/2015
14834,9780345499394,Books,Non-fiction,"Strong Fathers, Strong Daughters","Meeker, Meg",,1,5/14/2016
3274,0440183669,Books,Fiction,Strong Medicine,"Hailey, Arthur",,2,3/2/2016
15102,0060808268,DVDs,Fiction,Strong Poison,"Sayers, Dorothy L.",,0,7/9/2016
6850,9780399148521,Books,Non-fiction,Strong women and men beat arthritis,"Nelson, Miriam E.",,2,10/29/2015
2909,9780439701228,Books,child adv. read,Stronger Than Magic,"Chapman, Linda",,1,7/18/2018
21566,9780717140589,Books,Fiction,Strumpet City,"Plunkett, James",,0,11/12/2018
235049,9780064400565,Books,child adv. read,Stuart Little,"White, E. B.  (Elwyn Brooks) , 1899-1985.",,0,8/14/2020
4679,0064400565,Books,Young Adult,Stuart Little,"White, E. B.  (Elwyn Brooks) , 1899-1985.",,1,9/30/2015
300556,9780771037900,Books,Fiction,"Student Of Weather, A","Hay, Elizabeth , 1951-",,0,4/2/2021
17702,9780812979916,Books,Non-fiction,Stuff white people like,"Lander, Christian.",,0,2/22/2017
3447,1556702132,Books,pic. books hard,Stupid Emilien,"Mendelson, S. T.",,1,3/11/2016
8677,9780060392451,Books,Non-fiction,Stupid White Men-- And Other Sorry Excuses For The State Of The Nation!,"Moore, Michael , 1954 April 23-",,0,3/25/2021
11395,9780684801117,Books,Fiction,Stygo,"Hendrie, Laura",,2,11/28/2015
22689,0380792648,Books,Fiction,Subterranean,"Rollins, James , 1961-",,1,2/3/2018
23177,9780062457714,Books,Non-fiction,"Subtle Art Of Not Giving A Fuck, The","Manson, Mark , author.",,2,5/13/2019
11594,0778320111,Books,Fiction,Suburban Renewal,"Morsi, Pamela",,3,12/4/2015
22024,9781859645116,Books,2nd language re,Succeed In Cambridge FCE - 10 Practice Tests Teacher Book,"Betsis, Andrew",,0,12/17/2018
235112,9780525541905,Books,Hardcover fict,Such A Fun Age,"Reid, Kiley",,1,9/11/2020
234225,0771098979,Books,Fiction,Such a Long Journey,"Mistry, Rohinton",,2,12/4/2015
13046,0399141383,Books,Hardcover fict,Sudden prey,"Sandford, John , 1944 February 23-",,2,2/2/2016
14075,9780345513984,Books,Fiction,"sudden, fearful death, A","Perry, Anne.",,5,3/30/2016
9678,9781439101568,Books,Fantasy,Suddenly One Summer,"Freethy, Barbara",,2,12/11/2015
20274,9780099503224,Books,Fiction,Suffer the little children,"Leon, Donna.",,6,7/27/2017
200,9780307474544,Books,Judd Dolle,Sugar in the Blood,"Stuart, Andrea",,1,11/11/2015
1736,9780385264709,Books,Hardcover fict,Sugar Street,"Mahfouz, Naguib; Hutchins, William Maynard, and Samaan, Angele Botros (Joint Tra",,1,9/25/2015
234728,9780099488781,Books,Fiction,Suite Francaise,"Nemirovsky, Irene",,1,2/28/2020
22714,9781400096275,Books,Fiction,Suite FranÁaise,"NÈmirovsky, IrËne",,1,2/11/2019
11593,9780452283862,Books,Fiction,Sula,"Morrison, Toni",,2,12/4/2015
20757,9780618023721,Books,Child B.C.,Summer,"Schnur, Steven",,0,6/25/2018
235698,9780812983203,Books,Fiction,"Summer Before The War, The","Simonson, Helen",,1,1/31/2020
18842,9780812975932,Books,Fiction,Summer Crossing,"Capote, Truman",,2,10/11/2017
21555,0881847844,Books,Fiction,Summer Half,"Thirkell, Angela Mackail",,0,11/12/2018
17258,9781416968290,Books,Young Adult,"summer I turned pretty, The","Han, Jenny.",,0,3/31/2017
235415,9780553582658,Books,Fiction,Summer Light,"Rice, Luanne",,0,12/9/2020
21064,9780439189323,Books,Young Adult,Summer Of My German Soldier,"Greene, Bette",,0,8/1/2018
4190,9780440981756,Books,Young Adult,Summer Of The Monkeys,"Rawls, Wilson",,2,9/28/2015
12581,9780373218394,Books,Fiction,Summer Pleasures,"Roberts, Nora",,5,12/11/2015
19981,0440226430,Books,Fiction,Summer Sisters,"Blume, Judy",,4,2/1/2018
12324,9781590173169,Books,Fiction,Summer Will Show,"Warner, Sylvia Townsend",,1,12/12/2015
14243,,Books,Non-fiction,Summerhill,"Neill, Alexander Sutherland , 1883-1973.",,1,4/30/2016
1199,0834804271,Books,Judd Dolle,Summit Of Treasures,"Howard, Angela Falco.",,0,9/17/2015
21381,9781416524007,Books,Fiction,Summon The Thunder,"Ward, Dayton.",,0,10/15/2018
21594,9780143037187,Books,Fiction,Sun and Shadow,"Edwardson, Ake",,6,11/23/2015
235505,9780553496710,Books,Young Adult,"Sun Is Also A Star, The","Yoon, Nicola , author.",,0,3/25/2021
3456,0525460047,Books,child 390,"Sun, moon, and stars","Hoffman, Mary , 1945-",,2,3/11/2016
9596,9780060195366,Books,Fiction,"Sunday tertulia, The","Carlson, Lori M.",,2,11/18/2015
1804,9780316014779,Books,Hardcover fict,Sundays At Tiffany's,"Patterson, James",,1,9/28/2015
222,9781897178430,Books,Hardcover fict,Sundowner Ubuntu,"Bidulka, Anthony , 1962-",,1,8/28/2015
10390,0752859218,Books,Fiction,Sundowners,"Lokko, Lesley Naa Norle",,1,12/2/2015
234343,9780439744669,Books,child inter rea,Sunny The Yellow Fairy,"Meadows, Daisy.",,0,12/30/2019
234904,9780062367075,Books,Young Adult,Sunset,"Hunter, Erin.",,0,3/18/2020
10998,9780375719226,Books,Fiction,Sunset and Sawdust,"Lansdale, Joe R.",,0,12/2/2015
10290,9780440236757,Books,Fiction,Sunset in St. Tropez,"Steel, Danielle",,5,12/11/2015
12445,0006392393,Books,Fiction,Sunset Manor,"Wright, Richard B",,1,12/12/2015
